,LABORATORIO,CLASSE,FAMILIA,MATERIAL,DESCRIÇÃO MATERIAL,Estado,Unidade,Nome da Unidade,Nome Fornecedor,Volume, Baseline, Preço medio realizado,Preço Acordo Vigente,Spend acordo,Fornecedor Contrato vigente,"Preço médio
212234,LABORATORIO,PRÉ ANALITICO,TUBO,212234,"VAC GEL SST 3,5ML 360059 TB 13X75MM",CE,2045,HAM-CD FORTALEZA,BECTON DICKINSON IND CIRURG LTDA,388800,  217.726 ,"  0,56 ","0,58",  225.504 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,61 ",  235.679 ,  19.640 ,  17.953 ,8%,"  0,62 ",  242.288 ,  20.191 ,  24.562 ,11%,"12,0%","  0,53 ","  207.397,88 ","- 28.281,53 ","-12,0%","- 34.890,30 ",-14%,FINALIZADO,,BD COLETA,"  0,58 ",  225.504 ,- 16.784 ,-7%,,,,"  0,58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 1.398,68 ","- 1.398,68 ","- 1.398,68 ","- 1.398,68 ","- 1.398,68 ","- 1.398,68 ","- 1.398,68 ","- 9.790,77 ","- 6.993,41 ",#REF!,- 16.784 ,"-6,9%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 1.399 ,- 1.399 ,- 1.399 ,- 1.399 ,- 1.399 ,- 1.399 ,- 1.399 ,- 9.791 ,- 6.993 ,#REF!,,0,0, JUN,
150420,LABORATORIO,PRÉ ANALITICO,AGULHA,150420,AGULHA MULTI COL SANG DISPSEG 21G 368607,SP,2277,HAM-CD RIBEIRAO PRETO,BECTON DICKINSON IND CIRURG LTDA,310368,  207.947 ,"  0,67 ","0,74",  229.672 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,77 ",  239.063 ,  19.922 ,  31.117 ,15%,"  0,79 ",  246.627 ,  20.552 ,  38.680 ,19%,"12,0%","  0,68 ","  210.375,79 ","- 28.687,61 ","-12,0%","- 36.251,10 ",-15%,FINALIZADO,,BD COLETA,"  0,74 ",  229.672 ,- 16.955 ,-7%,,,,"  0,74 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,15 ", LABOR IMPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 1.412,88 ","- 1.412,88 ","- 1.412,88 ","- 1.412,88 ","- 1.412,88 ","- 1.412,88 ","- 1.412,88 ","- 9.890,17 ","- 7.064,41 ",#REF!,- 16.955 ,"-6,9%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 1.413 ,- 1.413 ,- 1.413 ,- 1.413 ,- 1.413 ,- 1.413 ,- 1.413 ,- 9.890 ,- 7.064 ,#REF!,,0,0, JUN,
152794,LABORATORIO,PRÉ ANALITICO,TUBO,152794,TUBO 13X75MM C/CIT SODIO 2.7ML 363083,CE,2045,HAM-CD FORTALEZA,BECTON DICKINSON IND CIRURG LTDA,167700,  204.594 ,"  1,22 ","1,22",  204.594 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  1,39 ",  232.907 ,  19.409 ,  28.313 ,14%,"  1,51 ",  253.055 ,  21.088 ,  48.461 ,24%,"12,0%","  1,22 ","  204.958,00 ","- 27.948,82 ","-12,0%","- 48.097,00 ",-19%,FINALIZADO,,BD COLETA,"  1,22 ",  204.594 ,- 48.461 ,-19%,,,,"  1,22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 4.038,42 ","- 4.038,42 ","- 4.038,42 ","- 4.038,42 ","- 4.038,42 ","- 4.038,42 ","- 4.038,42 ","- 28.268,91 ","- 20.192,08 ",#REF!,- 48.461 ,"-19,2%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 4.038 ,- 4.038 ,- 4.038 ,- 4.038 ,- 4.038 ,- 4.038 ,- 4.038 ,- 28.269 ,- 20.192 ,#REF!,,0,0, JUN,
212236,LABORATORIO,PRÉ ANALITICO,TUBO,212236,VACUT K2 EDTA 4ML 360057 TB 13X75MM,CE,2045,HAM-CD FORTALEZA,BECTON DICKINSON IND CIRURG LTDA,552300,  204.351 ,"  0,37 ","0,39",  215.397 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,39 ",  213.333 ,  17.778 ,  8.982 ,4%,"  0,40 ",  219.410 ,  18.284 ,  15.059 ,7%,"12,0%","  0,34 ","  187.733,01 ","- 25.599,96 ","-12,0%","- 31.676,52 ",-14%,FINALIZADO,,BD COLETA,"  0,39 ",  215.397 ,- 4.013 ,-2%,,,,"  0,39 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 334,38 ","- 334,38 ","- 334,38 ","- 334,38 ","- 334,38 ","- 334,38 ","- 334,38 ","- 2.340,64 ","- 1.671,89 ",#REF!,- 4.013 ,"-1,8%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 334 ,- 334 ,- 334 ,- 334 ,- 334 ,- 334 ,- 334 ,- 2.341 ,- 1.672 ,#REF!,,0,0, JUN,
139779,LABORATORIO,PRÉ ANALITICO,TUBO,139779,TUBO PLAS C/GEL SST 3.5ML PLUS 367983,AM,2245,HAM-HOSP SAO LUCAS,BECTON DICKINSON INDUSTRIAS CIRURGI,350000,  196.000 ,"  0,56 ","0,58",  203.000 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,58 ",  201.938 ,  16.828 ,  5.938 ,3%,"  0,56 ",  195.993 ,  16.333 ,- 7 ,0%,"12,0%","  0,51 ","  177.705,87 ","- 24.232,62 ","-12,0%","- 18.287,35 ",-9%,FINALIZADO,,BD COLETA,"  0,58 ",  203.000 ,  7.007 ,4%,,,,"  0,58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"  583,90 ","  583,90 ","  583,90 ","  583,90 ","  583,90 ","  583,90 ","  583,90 ","  4.087,29 ","  2.919,49 ",#REF!,  7.007 ,"3,6%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,  584 ,  584 ,  584 ,  584 ,  584 ,  584 ,  584 ,  4.087 ,  2.919 ,#REF!,,1,1, JUN,
212236,LABORATORIO,PRÉ ANALITICO,TUBO,212236,VACUT K2 EDTA 4ML 360057 TB 13X75MM,SP,2277,HAM-CD RIBEIRAO PRETO,BECTON DICKINSON IND CIRURG LTDA,521400,  192.918 ,"  0,37 ","0,39",  203.346 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,39 ",  201.397 ,  16.783 ,  8.479 ,4%,"  0,40 ",  207.134 ,  17.261 ,  14.216 ,7%,"12,0%","  0,34 ","  177.229,75 ","- 24.167,69 ","-12,0%","- 29.904,28 ",-14%,FINALIZADO,,BD COLETA,"  0,39 ",  203.346 ,- 3.788 ,-2%,,,,"  0,39 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 315,67 ","- 315,67 ","- 315,67 ","- 315,67 ","- 315,67 ","- 315,67 ","- 315,67 ","- 2.209,69 ","- 1.578,35 ",#REF!,- 3.788 ,"-1,8%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 316 ,- 316 ,- 316 ,- 316 ,- 316 ,- 316 ,- 316 ,- 2.210 ,- 1.578 ,#REF!,,0,0, JUN,
150420,LABORATORIO,PRÉ ANALITICO,AGULHA,150420,AGULHA MULTI COL SANG DISPSEG 21G 368607,PR,9209,C.C. AGUA VERDE,CIRURGICA SANTA CRUZ COM DE PROD HOSP,181008,  186.946 ,"  1,03 ","0,74",  133.946 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,77 ",  139.423 ,  11.619 ,- 47.523 ,-25%,"  0,79 ",  143.834 ,  11.986 ,- 43.112 ,-23%,"12,0%","  0,68 ","  122.692,10 ","- 16.730,74 ","-12,0%","- 21.141,80 ",-15%,FINALIZADO,,BD COLETA,"  0,74 ",  133.946 ,- 9.888 ,-7%,,,,"  0,74 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,31 ", LABOR IMPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 824,00 ","- 824,00 ","- 824,00 ","- 824,00 ","- 824,00 ","- 824,00 ","- 824,00 ","- 5.767,99 ","- 4.119,99 ",#REF!,- 9.888 ,"-6,9%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 824 ,- 824 ,- 824 ,- 824 ,- 824 ,- 824 ,- 824 ,- 5.768 ,- 4.120 ,#REF!,,0,0, JUN,
212234,LABORATORIO,PRÉ ANALITICO,TUBO,212234,"VAC GEL SST 3,5ML 360059 TB 13X75MM",SP,2277,HAM-CD RIBEIRAO PRETO,BECTON DICKINSON IND CIRURG LTDA,314500,  176.117 ,"  0,56 ","0,58",  182.410 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,61 ",  190.641 ,  15.887 ,  14.523 ,8%,"  0,62 ",  195.987 ,  16.332 ,  19.869 ,11%,"12,0%","  0,53 ","  167.763,98 ","- 22.876,91 ","-12,0%","- 28.222,74 ",-14%,FINALIZADO,,BD COLETA,"  0,58 ",  182.410 ,- 13.577 ,-7%,,,,"  0,58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 1.131,39 ","- 1.131,39 ","- 1.131,39 ","- 1.131,39 ","- 1.131,39 ","- 1.131,39 ","- 1.131,39 ","- 7.919,75 ","- 5.656,96 ",#REF!,- 13.577 ,"-6,9%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 1.131 ,- 1.131 ,- 1.131 ,- 1.131 ,- 1.131 ,- 1.131 ,- 1.131 ,- 7.920 ,- 5.657 ,#REF!,,0,0, JUN,
152794,LABORATORIO,PRÉ ANALITICO,TUBO,152794,TUBO 13X75MM C/CIT SODIO 2.7ML 363083,SP,2277,HAM-CD RIBEIRAO PRETO,GLOBALMED BRASIL DISTRIBUIDORA,64050,  175.962 ,"  2,75 ","1,22",  78.141 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  1,39 ",  88.955 ,  7.413 ,- 87.007 ,-49%,"  1,51 ",  96.650 ,  8.054 ,- 79.312 ,-45%,"12,0%","  1,22 ","  78.280,02 ","- 10.674,55 ","-12,0%","- 18.369,78 ",-19%,FINALIZADO,,BD COLETA,"  1,22 ",  78.141 ,- 18.509 ,-19%,,,,"  1,22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 1.542,40 ","- 1.542,40 ","- 1.542,40 ","- 1.542,40 ","- 1.542,40 ","- 1.542,40 ","- 1.542,40 ","- 10.796,80 ","- 7.712,00 ",#REF!,- 18.509 ,"-19,2%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 1.542 ,- 1.542 ,- 1.542 ,- 1.542 ,- 1.542 ,- 1.542 ,- 1.542 ,- 10.797 ,- 7.712 ,#REF!,,0,0, JUN,
150420,LABORATORIO,PRÉ ANALITICO,AGULHA,150420,AGULHA MULTI COL SANG DISPSEG 21G 368607,BA,2043,HAM-CD SALVADOR,BECTON DICKINSON IND CIRURG LTDA,253248,  169.676 ,"  0,67 ","0,74",  187.404 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,77 ",  195.066 ,  16.256 ,  25.390 ,15%,"  0,79 ",  201.238 ,  16.770 ,  31.562 ,19%,"12,0%","  0,68 ","  171.658,32 ","- 23.407,95 ","-12,0%","- 29.579,46 ",-15%,FINALIZADO,,BD COLETA,"  0,74 ",  187.404 ,- 13.834 ,-7%,,,,"  0,74 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  1,31 ", LABOR IMPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 1.152,86 ","- 1.152,86 ","- 1.152,86 ","- 1.152,86 ","- 1.152,86 ","- 1.152,86 ","- 1.152,86 ","- 8.069,99 ","- 5.764,28 ",#REF!,- 13.834 ,"-6,9%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 1.153 ,- 1.153 ,- 1.153 ,- 1.153 ,- 1.153 ,- 1.153 ,- 1.153 ,- 8.070 ,- 5.764 ,#REF!,,0,0, JUN,
212234,LABORATORIO,PRÉ ANALITICO,TUBO,212234,"VAC GEL SST 3,5ML 360059 TB 13X75MM",AM,2245,HAM-HOSP SAO LUCAS,BECTON DICKINSON INDUSTRIAS CIRURGI,293000,  164.079 ,"  0,56 ","0,58",  169.940 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,61 ",  177.608 ,  14.801 ,  13.529 ,8%,"  0,62 ",  182.589 ,  15.216 ,  18.509 ,11%,"12,0%","  0,53 ","  156.295,21 ","- 21.312,98 ","-12,0%","- 26.293,36 ",-14%,FINALIZADO,,BD COLETA,"  0,58 ",  169.940 ,- 12.649 ,-7%,,,,"  0,58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 1.054,05 ","- 1.054,05 ","- 1.054,05 ","- 1.054,05 ","- 1.054,05 ","- 1.054,05 ","- 1.054,05 ","- 7.378,34 ","- 5.270,24 ",#REF!,- 12.649 ,"-6,9%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 1.054 ,- 1.054 ,- 1.054 ,- 1.054 ,- 1.054 ,- 1.054 ,- 1.054 ,- 7.378 ,- 5.270 ,#REF!,,0,0, JUN,
198361,LABORATORIO,PRÉ ANALITICO,TUBO,198361,TUBO BD VACUT EDTA 3ML - 360056,CE,2045,HAM-CD FORTALEZA,BECTON DICKINSON IND CIRURG LTDA,431500,  159.655 ,"  0,37 ","0,37",  159.655 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,42 ",  182.479 ,  15.207 ,  22.824 ,14%,"  0,45 ",  194.681 ,  16.223 ,  35.026 ,22%,"12,0%","  0,37 ","  160.581,09 ","- 21.897,42 ","-12,0%","- 34.099,72 ",-18%,FINALIZADO,,BD COLETA,"  0,37 ",  159.655 ,- 35.026 ,-18%,,,,"  0,37 ",,,,,,,,,,,,,,,,"  0,39 ",,,,,,,,,,,,,"  0,47 ",,,,"  1,02 ", BD,,,,,,,,,"0,5006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 2.918,82 ","- 2.918,82 ","- 2.918,82 ","- 2.918,82 ","- 2.918,82 ","- 2.918,82 ","- 2.918,82 ","- 20.431,72 ","- 14.594,09 ",#REF!,- 35.026 ,"-18,0%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 2.919 ,- 2.919 ,- 2.919 ,- 2.919 ,- 2.919 ,- 2.919 ,- 2.919 ,- 20.432 ,- 14.594 ,#REF!,,1,1, JUN,
197223,LABORATORIO,PRÉ ANALITICO,ESCALPE,197223,BD VACUT UT/PB 23G 367392 SCALP 1,AM,2245,HAM-HOSP SAO LUCAS,GLOBALMED BRASIL DISTRIBUIDORA,53000,  157.940 ,"  2,98 ","3,57",  189.210 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  4,01 ",  212.376 ,  17.698 ,  54.436 ,34%,"  4,09 ",  216.848 ,  18.071 ,  58.908 ,37%,"12,0%","  3,53 ","  186.890,95 ","- 25.485,13 ","-12,0%","- 29.957,34 ",-14%,FINALIZADO,,BD COLETA,"  3,39 ",  179.670 ,- 37.178 ,-17%,,,,"  3,39 ",,,,,,,,,,,,,,,,"  3,68 ",,,,,,,,,,,,,,,,,"  10,54 ", BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 3.098,19 ","- 3.098,19 ","- 3.098,19 ","- 3.098,19 ","- 3.098,19 ","- 3.098,19 ","- 3.098,19 ","- 21.687,33 ","- 15.490,95 ",#REF!,- 37.178 ,"-17,1%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 3.098 ,- 3.098 ,- 3.098 ,- 3.098 ,- 3.098 ,- 3.098 ,- 3.098 ,- 21.687 ,- 15.491 ,#REF!,,0,0, JUN,
171430,LABORATORIO,PRÉ ANALITICO,ESCALPE,171430,ESCALPE COL SANG DISP SEGUR 23GX7 367256,PR,9245,HOSPITAL ONIX MATEUS LEME,BECTON DICKINSON INDUSTRIAS CIRURGI,57000,  157.320 ,"  2,76 ","2,3",  131.100 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  2,86 ",  163.194 ,  13.599 ,  5.874 ,4%,"  2,86 ",  163.210 ,  13.601 ,  5.890 ,4%,"12,0%","  2,52 ","  143.610,55 ","- 19.583,26 ","-12,0%","- 19.599,72 ",-12%,FINALIZADO,,BD COLETA,"  2,12 ",  120.840 ,- 42.370 ,-26%,,,,"  2,12 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 3.530,86 ","- 3.530,86 ","- 3.530,86 ","- 3.530,86 ","- 3.530,86 ","- 3.530,86 ","- 3.530,86 ","- 24.715,99 ","- 17.654,28 ",#REF!,- 42.370 ,"-26,0%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 3.531 ,- 3.531 ,- 3.531 ,- 3.531 ,- 3.531 ,- 3.531 ,- 3.531 ,- 24.716 ,- 17.654 ,#REF!,,0,0, JUN,
213624,LABORATORIO,PRÉ ANALITICO,SERINGA,213624,SERINGA GASO C/HEPAR 2ML,SP,3069,NDI-CD LAPA,SARSTEDT LTDA,78000,  152.131 ,"  1,95 ","195,04",  15.213.120 , SARSTEDT LTDA,"  1,96 ",  152.844 ,  12.737 ,  712 ,0%,"  1,95 ",  152.150 ,  12.679 ,  19 ,0%,"12,0%","  1,72 ","  134.502,29 ","- 18.341,22 ","-12,0%","- 17.647,69 ",-12%,FINALIZADO,,SARSTEDT,"  1,95 ",  152.100 ,- 50 ,0%,,,,,,,,"  1,95 ", SARSTEDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  3,21 ", FIRST LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, MAI,  -   ,  -   ,  -   ,  -   ,"- 4,16 ","- 4,16 ","- 4,16 ","- 4,16 ","- 4,16 ","- 4,16 ","- 4,16 ","- 4,16 ",- 33 ,"- 16,66 ",#REF!,- 50 ,"0,0%", MAI,  -   ,  -   ,  -   ,  -   ,- 4 ,- 4 ,- 4 ,- 4 ,- 4 ,- 4 ,- 4 ,- 4 ,- 33 ,- 17 ,#REF!,,0,0, MAI,
212234,LABORATORIO,PRÉ ANALITICO,TUBO,212234,"VAC GEL SST 3,5ML 360059 TB 13X75MM",GO,2235,HAM-LABORATORIO JARDIM AMERICA,BECTON DICKINSON INDUSTRIAS CIRURGI,270000,  151.200 ,"  0,56 ","0,58",  156.600 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,61 ",  163.666 ,  13.639 ,  12.466 ,8%,"  0,62 ",  168.256 ,  14.021 ,  17.056 ,11%,"12,0%","  0,53 ","  144.026,31 ","- 19.639,95 ","-12,0%","- 24.229,38 ",-14%,FINALIZADO,,BD COLETA,"  0,58 ",  156.600 ,- 11.656 ,-7%,,,,"  0,58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 971,31 ","- 971,31 ","- 971,31 ","- 971,31 ","- 971,31 ","- 971,31 ","- 971,31 ","- 6.799,15 ","- 4.856,54 ",#REF!,- 11.656 ,"-6,9%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 971 ,- 971 ,- 971 ,- 971 ,- 971 ,- 971 ,- 971 ,- 6.799 ,- 4.857 ,#REF!,,0,0, JUN,
212236,LABORATORIO,PRÉ ANALITICO,TUBO,212236,VACUT K2 EDTA 4ML 360057 TB 13X75MM,PE,2044,HAM-CD RECIFE,GLOBALMED BRASIL DISTRIBUIDORA,218100,  140.212 ,"  0,64 ","0,39",  85.059 , BECTON DICKINSON INDUSTRIAS CIRURGI,"  0,39 ",  84.244 ,  7.020 ,- 55.968 ,-40%,"  0,40 ",  86.644 ,  7.220 ,- 53.568 ,-38%,"12,0%","  0,34 ","  74.134,65 ","- 10.109,27 ","-12,0%","- 12.508,87 ",-14%,FINALIZADO,,BD COLETA,"  0,39 ",  85.059 ,- 1.585 ,-2%,,,,"  0,39 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!, JUN,  -   ,  -   ,  -   ,  -   ,  -   ,"- 132,04 ","- 132,04 ","- 132,04 ","- 132,04 ","- 132,04 ","- 132,04 ","- 132,04 ","- 924,31 ","- 660,22 ",#REF!,- 1.585 ,"-1,8%", JUN,  -   ,  -   ,  -   ,  -   ,  -   ,- 132 ,- 132 ,- 132 ,- 132 ,- 132 ,- 132 ,- 132 ,- 924 ,- 660 ,#REF!,,0,0, JUN,